TIMESTAMP,CGI
2008-02-04 01:36:41,794
2008-02-04 01:38:33,794
2008-02-04 01:41:42,794
2008-02-04 01:46:44,794
2008-02-04 01:48:36,794
2008-02-04 01:51:46,794
2008-02-04 01:56:47,794
2008-02-04 01:58:39,794
2008-02-04 02:01:49,794
2008-02-04 02:11:52,794
2008-02-04 02:18:46,793
2008-02-04 02:21:55,793
2008-02-04 02:26:57,792
2008-02-04 02:28:49,834
2008-02-04 02:31:59,832
2008-02-04 02:37:00,829
2008-02-04 02:38:53,829
2008-02-04 02:42:02,870
2008-02-04 02:47:04,953
2008-02-04 02:48:56,953
2008-02-04 02:52:05,994
2008-02-04 02:57:07,1038
2008-02-04 02:58:59,1038
2008-02-04 03:02:09,1038
2008-02-04 03:07:10,1038
2008-02-04 03:09:03,1038
2008-02-04 03:12:12,1038
2008-02-04 03:17:14,1038
2008-02-04 03:19:06,1038
2008-02-04 03:22:15,1038
2008-02-04 03:29:09,1080
2008-02-04 03:32:19,1078
2008-02-04 03:37:20,1120
2008-02-04 03:39:13,1120
2008-02-04 03:42:22,1120
2008-02-04 03:48:21,1120
2008-02-04 14:57:21,1077
2008-02-04 15:00:13,1078
2008-02-04 15:02:23,1079
2008-02-04 15:07:25,1038
2008-02-04 15:10:16,994
2008-02-04 15:12:26,952
2008-02-04 15:17:28,910
2008-02-04 15:20:20,869
2008-02-04 15:22:30,826
2008-02-04 15:27:31,827
2008-02-04 15:32:33,784
2008-02-04 15:37:35,785
2008-02-04 15:40:26,741
2008-02-04 15:42:36,741
2008-02-04 15:47:38,743
2008-02-04 15:50:30,744
2008-02-04 16:00:21,702
2008-02-04 16:00:33,702
2008-02-04 16:05:23,745
2008-02-04 16:10:36,745
2008-02-04 16:20:40,746
2008-02-04 16:30:43,747
2008-02-04 16:30:57,747
2008-02-04 16:35:59,746
2008-02-04 16:40:46,746
2008-02-04 16:41:01,746
2008-02-04 16:46:02,746
2008-02-04 16:50:50,746
2008-02-04 17:00:53,617
2008-02-04 17:09:35,530
2008-02-04 17:10:56,530
2008-02-04 17:14:37,573
2008-02-04 17:18:51,617
2008-02-04 17:21:00,617
2008-02-04 17:23:53,660
2008-02-04 17:28:55,660
2008-02-04 17:31:02,660
2008-02-04 17:44:11,661
2008-02-04 17:47:54,661
2008-02-04 17:54:14,660
2008-02-04 17:58:07,659
2008-02-04 18:03:08,659
2008-02-04 18:04:17,659
2008-02-04 18:08:10,659
2008-02-04 18:09:10,659
2008-02-04 18:14:12,615
2008-02-04 18:14:20,615
2008-02-04 18:19:13,529
2008-02-04 18:24:15,529
2008-02-04 18:24:24,529
2008-02-04 18:29:17,571
2008-02-04 18:34:27,571
2008-02-04 18:49:49,660
2008-02-04 18:54:34,660
2008-02-04 19:04:37,747
2008-02-04 19:14:19,745
2008-02-04 19:14:40,745
2008-02-04 19:19:20,703
2008-02-04 19:24:22,703
2008-02-04 19:34:04,659
2008-02-04 19:34:47,659
2008-02-04 19:39:06,658
2008-02-04 19:44:08,702
2008-02-04 19:44:50,702
2008-02-04 19:49:09,702
2008-02-04 19:54:11,702
2008-02-04 19:54:54,658
2008-02-04 20:04:12,660
2008-02-04 20:04:57,660
2008-02-04 20:14:59,488
2008-02-04 20:16:19,488
2008-02-04 20:21:21,487
2008-02-04 20:25:03,487
2008-02-04 20:26:23,487
2008-02-04 20:31:24,488
2008-02-04 20:35:06,489
2008-02-04 20:36:26,532
2008-02-04 20:41:28,532
2008-02-04 20:45:09,618
2008-02-04 20:46:29,618
2008-02-04 20:51:31,617
2008-02-04 20:55:13,573
2008-02-04 20:56:33,616
2008-02-04 21:01:31,572
2008-02-04 21:05:16,529
2008-02-04 21:06:33,529
2008-02-04 21:11:34,529
2008-02-04 21:15:19,528
2008-02-04 21:25:23,698
2008-02-04 21:31:35,784
2008-02-04 21:35:26,740
2008-02-04 21:36:37,740
2008-02-04 21:45:29,699
2008-02-04 21:46:40,699
2008-02-04 21:55:33,658
2008-02-04 22:05:36,661
2008-02-04 22:06:36,661
2008-02-04 22:11:37,660
2008-02-04 22:15:39,660
2008-02-04 22:16:39,660
2008-02-04 22:21:41,660
2008-02-04 22:25:41,703
2008-02-04 22:25:43,703
2008-02-04 22:30:43,701
2008-02-04 22:35:44,698
2008-02-04 22:40:46,697
2008-02-04 22:45:49,698
2008-02-04 22:53:27,613
2008-02-04 22:55:53,613
2008-02-04 23:04:38,614
2008-02-04 23:05:56,657
2008-02-04 23:09:39,658
2008-02-04 23:14:41,616
2008-02-04 23:15:59,616
2008-02-04 23:19:43,573
2008-02-04 23:24:44,529
2008-02-04 23:26:02,529
2008-02-04 23:29:46,529
2008-02-04 23:36:06,531
2008-02-04 23:42:11,445
2008-02-04 23:46:09,445
2008-02-04 23:47:13,445
2008-02-04 23:52:14,486
2008-02-04 23:56:11,529
2008-02-04 23:57:15,529
2008-02-05 00:02:17,529
2008-02-05 00:06:15,528
2008-02-05 00:16:18,700
2008-02-05 00:18:46,699
2008-02-05 00:23:48,742
2008-02-05 00:26:21,742
2008-02-05 00:31:08,699
2008-02-05 00:36:10,742
2008-02-05 00:36:25,742
2008-02-05 00:46:13,743
2008-02-05 00:46:28,743
2008-02-05 00:56:31,570
2008-02-05 00:57:46,570
2008-02-05 01:02:48,614
2008-02-05 01:06:35,615
2008-02-05 01:26:41,751
2008-02-05 01:36:45,885
2008-02-05 01:46:48,840
2008-02-05 01:56:07,794
2008-02-05 01:56:51,794
2008-02-05 02:01:08,794
2008-02-05 02:36:20,953
2008-02-05 02:37:05,952
2008-02-05 02:46:23,1038
2008-02-05 02:47:08,1038
2008-02-05 02:51:25,1079
2008-02-05 02:56:26,1077
2008-02-05 02:57:11,1120
2008-02-05 03:01:28,1120
2008-02-05 03:04:15,1120
2008-02-05 03:09:21,1120
2008-02-05 09:46:48,1120
2008-02-05 09:51:50,1035
2008-02-05 09:54:41,1078
2008-02-05 09:56:51,1079
2008-02-05 10:04:45,952
2008-02-05 10:11:56,953
2008-02-05 10:14:48,911
2008-02-05 10:16:58,911
2008-02-05 10:22:00,870
2008-02-05 10:24:51,826
2008-02-05 10:27:01,827
2008-02-05 10:32:03,827
2008-02-05 10:34:55,828
2008-02-05 10:37:05,828
2008-02-05 10:42:06,829
2008-02-05 10:47:08,743
2008-02-05 10:55:01,656
2008-02-05 11:00:16,613
2008-02-05 11:05:05,570
2008-02-05 11:05:18,570
2008-02-05 11:10:20,570
2008-02-05 11:15:08,570
2008-02-05 11:15:21,570
2008-02-05 11:25:11,660
2008-02-05 11:34:54,664
2008-02-05 11:35:14,664
2008-02-05 11:39:55,664
2008-02-05 11:44:57,708
2008-02-05 11:45:17,708
2008-02-05 11:49:59,750
2008-02-05 11:55:00,794
2008-02-05 11:55:20,750
2008-02-05 11:59:22,750
2008-02-05 12:10:36,794
2008-02-05 12:12:31,794
2008-02-05 12:15:38,794
2008-02-05 12:20:40,794
2008-02-05 12:22:34,794
2008-02-05 12:25:41,794
2008-02-05 12:32:37,793
2008-02-05 12:42:40,791
2008-02-05 12:46:15,791
2008-02-05 12:49:05,834
2008-02-05 12:52:43,833
2008-02-05 12:54:07,832
2008-02-05 12:59:08,831
2008-02-05 13:02:46,788
2008-02-05 13:04:10,788
2008-02-05 13:09:12,787
2008-02-05 13:12:49,829
2008-02-05 13:14:13,829
2008-02-05 13:22:53,830
2008-02-05 13:24:17,830
2008-02-05 13:26:55,830
2008-02-05 13:32:02,830
2008-02-05 13:42:16,830
2008-02-05 13:47:18,830
2008-02-05 13:49:07,830
2008-02-05 13:52:19,830
2008-02-05 13:57:21,831
2008-02-05 14:06:51,917
2008-02-05 14:09:13,917
2008-02-05 14:11:53,961
2008-02-05 14:16:54,1004
2008-02-05 14:19:17,1006
2008-02-05 14:21:56,1006
2008-02-05 14:26:58,920
2008-02-05 14:29:20,920
2008-02-05 14:39:23,965
2008-02-05 14:40:29,966
2008-02-05 14:45:31,966
2008-02-05 14:49:27,923
2008-02-05 14:50:32,923
2008-02-05 14:55:34,923
2008-02-05 14:59:30,967
2008-02-05 15:00:36,967
2008-02-05 15:05:37,1010
2008-02-05 15:11:39,1010
2008-02-05 15:21:58,1010
2008-02-05 15:28:43,967
2008-02-05 15:38:46,796
2008-02-05 15:48:50,711
2008-02-05 15:49:28,711
2008-02-05 15:54:30,711
2008-02-05 15:58:53,710
2008-02-05 15:59:31,710
2008-02-05 16:04:33,710
2008-02-05 16:08:56,667
2008-02-05 16:13:36,624
2008-02-05 16:18:38,624
2008-02-05 16:19:00,624
2008-02-05 16:23:39,667
2008-02-05 16:28:41,624
2008-02-05 16:29:03,624
2008-02-05 16:33:43,666
2008-02-05 16:39:06,667
2008-02-05 16:49:09,668
2008-02-05 16:59:13,672
2008-02-05 17:09:16,673
2008-02-05 17:15:49,633
2008-02-05 17:19:19,633
2008-02-05 17:20:50,633
2008-02-05 17:25:52,633
2008-02-05 17:29:23,633
2008-02-05 17:39:26,633
2008-02-05 17:49:29,633
2008-02-05 17:59:33,633
2008-02-05 18:11:36,673
2008-02-05 18:21:39,669
2008-02-05 18:31:43,667
2008-02-05 18:38:00,666
2008-02-05 18:41:46,666
2008-02-05 18:43:02,666
2008-02-05 18:50:33,709
2008-02-05 18:51:49,709
2008-02-05 19:00:11,622
2008-02-05 19:01:53,622
2008-02-05 19:05:13,622
2008-02-05 19:10:15,579
2008-02-05 19:11:56,579
2008-02-05 19:21:59,623
2008-02-05 19:27:17,665
2008-02-05 19:32:03,623
2008-02-05 19:32:19,623
2008-02-05 19:42:06,496
2008-02-05 19:52:09,288
2008-02-05 19:55:22,245
2008-02-05 20:00:23,245
2008-02-05 20:02:13,288
2008-02-05 20:05:25,244
2008-02-05 20:10:27,244
2008-02-05 20:17:23,244
2008-02-05 20:42:40,244
2008-02-05 20:47:42,244
2008-02-05 20:49:33,244
2008-02-05 20:52:43,244
2008-02-05 20:57:45,244
2008-02-05 20:59:36,244
2008-02-05 21:02:47,244
2008-02-05 21:07:48,244
2008-02-05 21:09:40,244
2008-02-05 21:12:50,244
2008-02-05 21:17:52,244
2008-02-05 21:19:43,287
2008-02-05 21:22:53,286
2008-02-05 21:27:55,327
2008-02-05 21:33:18,412
2008-02-05 21:52:58,495
2008-02-05 21:53:29,495
2008-02-05 21:58:31,495
2008-02-05 22:03:01,539
2008-02-05 22:08:59,453
2008-02-05 22:13:04,495
2008-02-05 22:17:12,540
2008-02-05 22:22:13,583
2008-02-05 22:27:08,583
2008-02-05 22:27:17,583
2008-02-05 22:30:00,583
2008-02-05 22:35:02,712
2008-02-05 22:37:11,712
2008-02-05 22:40:04,711
2008-02-05 22:45:05,754
2008-02-05 22:47:15,753
2008-02-05 22:50:07,753
2008-02-05 22:53:16,752
2008-02-05 22:57:18,752
2008-02-05 22:58:18,752
2008-02-05 23:06:52,752
2008-02-05 23:07:21,752
2008-02-05 23:11:54,710
2008-02-05 23:17:25,666
2008-02-05 23:21:12,665
2008-02-05 23:26:14,666
2008-02-05 23:27:28,709
2008-02-05 23:31:16,709
2008-02-05 23:36:17,708
2008-02-05 23:37:31,708
2008-02-05 23:41:19,750
2008-02-05 23:46:21,794
2008-02-05 23:51:22,794
2008-02-05 23:56:24,794
2008-02-05 23:57:38,794
2008-02-06 00:01:26,794
2008-02-06 00:06:27,794
2008-02-06 00:07:41,794
2008-02-06 00:11:29,794
2008-02-06 00:16:31,794
2008-02-06 00:17:45,794
2008-02-06 00:21:32,794
2008-02-06 00:26:34,794
2008-02-06 00:27:48,794
2008-02-06 00:31:35,794
2008-02-06 00:36:37,794
2008-02-06 00:37:51,794
2008-02-06 01:18:05,700
2008-02-06 01:26:15,697
2008-02-06 01:28:11,697
2008-02-06 01:31:17,698
2008-02-06 01:36:19,741
2008-02-06 01:46:22,869
2008-02-06 01:48:17,910
2008-02-06 01:51:23,953
2008-02-06 01:56:25,1038
2008-02-06 01:58:20,1038
2008-02-06 02:01:27,1038
2008-02-06 02:11:30,1038
2008-02-06 02:16:32,1038
2008-02-06 02:18:27,1080
2008-02-06 02:21:38,1078
2008-02-06 02:26:35,1077
2008-02-06 02:28:30,1076
2008-02-06 02:31:37,1120
2008-02-06 02:35:34,1120
2008-02-06 02:40:40,1120
2008-02-06 12:34:14,1077
2008-02-06 12:38:07,1035
2008-02-06 12:39:15,1078
2008-02-06 12:48:10,994
2008-02-06 12:48:23,994
2008-02-06 12:53:24,953
2008-02-06 12:58:13,910
2008-02-06 12:58:26,910
2008-02-06 13:03:27,826
2008-02-06 13:08:17,827
2008-02-06 13:18:20,786
2008-02-06 13:18:59,786
2008-02-06 13:28:23,701
2008-02-06 13:30:43,702
2008-02-06 13:35:44,703
2008-02-06 13:38:27,745
2008-02-06 13:40:46,745
2008-02-06 13:48:30,743
2008-02-06 13:49:53,743
2008-02-06 13:58:33,699
2008-02-06 14:00:44,699
2008-02-06 14:08:37,742
2008-02-06 14:10:48,742
2008-02-06 14:15:49,743
2008-02-06 14:18:40,744
2008-02-06 14:20:51,744
2008-02-06 14:25:53,746
2008-02-06 14:28:43,746
2008-02-06 14:30:54,746
2008-02-06 14:35:56,746
2008-02-06 14:38:47,746
2008-02-06 14:45:59,746
2008-02-06 14:51:01,746
2008-02-06 14:56:03,746
2008-02-06 14:58:53,746
2008-02-06 15:02:33,745
2008-02-06 15:16:10,617
2008-02-06 15:19:00,618
2008-02-06 15:21:42,619
2008-02-06 15:29:03,574
2008-02-06 15:35:39,486
2008-02-06 15:39:07,486
2008-02-06 15:40:40,486
2008-02-06 15:45:42,486
2008-02-06 15:59:12,743
2008-02-06 16:04:21,787
2008-02-06 16:09:16,743
2008-02-06 16:09:23,743
2008-02-06 16:14:25,745
2008-02-06 16:19:19,746
2008-02-06 16:19:26,746
2008-02-06 16:24:28,660
2008-02-06 16:37:34,703
2008-02-06 16:41:30,659
2008-02-06 16:42:36,659
2008-02-06 16:47:37,616
2008-02-06 16:51:33,573
2008-02-06 16:52:39,573
2008-02-06 17:01:37,617
2008-02-06 17:02:33,617
2008-02-06 17:07:35,660
2008-02-06 17:11:40,617
2008-02-06 17:12:37,617
2008-02-06 17:21:43,617
2008-02-06 17:23:33,659
2008-02-06 17:31:47,658
2008-02-06 17:33:11,615
2008-02-06 17:38:13,616
2008-02-06 17:41:50,660
2008-02-06 17:45:19,703
2008-02-06 17:55:23,791
2008-02-06 18:01:57,834
2008-02-06 18:32:16,921
2008-02-06 18:35:11,879
2008-02-06 18:39:31,921
2008-02-06 18:44:33,922
2008-02-06 18:45:14,922
2008-02-06 18:49:34,879
2008-02-06 18:54:36,878
2008-02-06 18:55:17,877
2008-02-06 19:32:29,881
2008-02-06 19:38:35,836
2008-02-06 19:38:59,836
2008-02-06 19:43:32,794
2008-02-06 19:48:33,793
2008-02-06 19:48:38,793
2008-02-06 19:53:35,792
2008-02-06 19:58:42,791
2008-02-06 20:03:38,746
2008-02-06 20:08:40,703
2008-02-06 20:08:45,703
2008-02-06 20:13:00,745
2008-02-06 20:18:01,743
2008-02-06 20:18:48,786
2008-02-06 20:23:03,784
2008-02-06 20:28:05,825
2008-02-06 20:28:51,825
2008-02-06 20:33:06,826
2008-02-06 20:38:54,740
2008-02-06 20:48:57,700
2008-02-06 20:50:09,701
2008-02-06 20:55:10,702
2008-02-06 20:59:00,702
2008-02-06 20:59:32,702
2008-02-06 21:09:04,657
2008-02-06 21:17:17,828
2008-02-06 21:20:56,828
2008-02-06 21:25:58,742
2008-02-06 21:29:10,742
2008-02-06 21:30:59,742
2008-02-06 21:31:18,742
2008-02-06 21:36:20,741
2008-02-06 21:39:14,740
2008-02-06 21:41:22,784
2008-02-06 21:52:06,913
2008-02-06 21:57:08,869
2008-02-06 21:59:20,910
2008-02-06 22:02:10,953
2008-02-06 22:07:11,1038
2008-02-06 22:09:24,1038
2008-02-06 22:12:13,1080
2008-02-06 22:19:27,1120
2008-02-06 22:22:16,1120
2008-02-06 22:28:36,1120
2008-02-07 17:55:32,1077
2008-02-07 18:00:34,1035
2008-02-07 18:02:25,1077
2008-02-07 18:05:26,1077
2008-02-07 18:38:42,1119
2008-02-07 18:43:48,1119
2008-02-07 19:19:08,1120
2008-02-07 19:24:01,1077
2008-02-07 19:32:07,1077
2008-02-07 19:41:23,1035
2008-02-07 19:47:21,1035
2008-02-07 20:07:35,1035
2008-02-07 20:12:37,1120
2008-02-07 20:17:42,1120
2008-02-07 20:23:38,1120
2008-02-07 20:48:55,1120
2008-02-07 20:53:56,1120
2008-02-07 20:56:48,1119
2008-02-07 20:58:49,1119
2008-02-07 21:06:55,1119
2008-02-07 21:12:02,1119
2008-02-08 07:25:43,1077
2008-02-08 07:30:36,1078
2008-02-08 07:30:44,1078
2008-02-08 07:35:46,1076
2008-02-08 07:40:48,1120
2008-02-08 07:46:46,1120
2008-02-08 17:10:10,1077
2008-02-08 17:16:08,1077
2008-02-08 17:26:19,1035
2008-02-08 17:31:12,1035
2008-02-08 17:36:19,1035
